model,feature_subset,data_branch,tuning_method,augmentation_strategy,branch_id,n_features,best_params,best_cv_score_mae,scoring,cv_strategy,notes
MLP,SOLO_R,A,none,feature_noise,SOLO_R_A_CT_random_feature_noise,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,feature_noise,SOLO_R_A_CT_grid_feature_noise,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,grid,feature_noise,SOLO_R_A_CT_grid_feature_noise,99,"{""model__alpha"": 0.1}",33.63074101844752,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_R,A,grid,feature_noise,SOLO_R_A_CT_grid_feature_noise,99,"{""model__alpha"": 1}",30.52318619781811,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,A,grid,feature_noise,SOLO_R_A_CT_grid_feature_noise,99,"{""model__alpha"": 1, ""model__l1_ratio"": 0.5}",22.543716705036168,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_R,A,grid,feature_noise,SOLO_R_A_CT_grid_feature_noise,99,"{""model__C"": 10, ""model__epsilon"": 5, ""model__gamma"": ""scale""}",48.872062661797955,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_R,A,grid,feature_noise,SOLO_R_A_CT_grid_feature_noise,99,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 50}",47.24511516816516,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_R,A,grid,feature_noise,SOLO_R_A_CT_grid_feature_noise,99,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}",37.6189302444458,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_R,A,none,feature_noise,SOLO_R_A_CT_grid_feature_noise,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,feature_scaling,SOLO_R_A_CT_random_feature_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,random,feature_scaling,SOLO_R_A_CT_random_feature_scaling,99,"{""model__alpha"": 10}",31.124130766193765,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_R,A,random,feature_scaling,SOLO_R_A_CT_random_feature_scaling,99,"{""model__alpha"": 1}",36.36770123391051,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,A,random,feature_scaling,SOLO_R_A_CT_random_feature_scaling,99,"{""model__l1_ratio"": 0.7, ""model__alpha"": 1}",25.571370411290548,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_R,A,random,feature_scaling,SOLO_R_A_CT_random_feature_scaling,99,"{""model__gamma"": ""scale"", ""model__epsilon"": 5, ""model__C"": 10}",48.812183510358466,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_R,A,random,feature_scaling,SOLO_R_A_CT_random_feature_scaling,99,"{""model__n_estimators"": 200, ""model__min_samples_leaf"": 3, ""model__max_depth"": null}",49.66851334013209,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_R,A,random,feature_scaling,SOLO_R_A_CT_random_feature_scaling,99,"{""model__subsample"": 0.8, ""model__reg_lambda"": 5, ""model__n_estimators"": 30, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}",40.050367736816405,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_R,A,none,feature_scaling,SOLO_R_A_CT_random_feature_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,grid,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,99,"{""model__alpha"": 10}",31.124130766193765,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_R,A,grid,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,99,"{""model__alpha"": 1}",36.36770123391051,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,A,grid,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,99,"{""model__alpha"": 1, ""model__l1_ratio"": 0.7}",25.571370411290548,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_R,A,grid,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,99,"{""model__C"": 10, ""model__epsilon"": 5, ""model__gamma"": ""scale""}",48.812183510358466,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_R,A,grid,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,99,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 200}",49.61356496212122,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_R,A,grid,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,99,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 50, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}",38.851824569702146,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_R,A,none,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,random,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,99,"{""model__alpha"": 10}",32.90076375499081,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_R,A,random,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,99,"{""model__alpha"": 0.1}",34.42258419664462,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,A,random,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,99,"{""model__l1_ratio"": 0.7, ""model__alpha"": 1}",26.592138172978718,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_R,A,random,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,99,"{""model__gamma"": ""scale"", ""model__epsilon"": 5, ""model__C"": 10}",48.83877459293557,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_R,A,random,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,99,"{""model__n_estimators"": 200, ""model__min_samples_leaf"": 3, ""model__max_depth"": 3}",50.399281339493825,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_R,A,random,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,99,"{""model__subsample"": 0.6, ""model__reg_lambda"": 10, ""model__n_estimators"": 30, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 1.0}",36.989188003540036,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_R,A,none,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,grid,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,99,"{""model__alpha"": 10}",32.90076375499081,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_R,A,grid,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,99,"{""model__alpha"": 0.1}",34.42258419664462,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,A,grid,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,99,"{""model__alpha"": 1, ""model__l1_ratio"": 0.7}",26.592138172978718,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_R,A,grid,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,99,"{""model__C"": 10, ""model__epsilon"": 5, ""model__gamma"": ""scale""}",48.83877459293557,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_R,A,grid,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,99,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 200}",50.39928133949383,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_R,A,grid,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,99,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}",37.371669387817384,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_R,A,none,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
