model,feature_subset,data_branch,tuning_method,augmentation_strategy,branch_id,n_features,best_params,best_cv_score_mae,scoring,cv_strategy,notes
RandomForest,SOLO_A,N,grid,none,SOLO_A_N_CT_grid,101,"{""model__max_depth"": null, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 100}",48.882433333333324,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_A,N,grid,none,SOLO_A_N_CT_grid,101,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}",38.680738830566405,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_A,N,none,none,SOLO_A_N_CT_grid,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_A,A,none,feature_noise,SOLO_A_A_ST_feature_noise,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_noise,SOLO_A_A_CT_random_feature_noise,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,random,feature_noise,SOLO_A_A_CT_random_feature_noise,101,"{""model__alpha"": 0.1}",21.67280694130134,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_A,A,random,feature_noise,SOLO_A_A_CT_random_feature_noise,101,"{""model__alpha"": 1}",37.4589838868258,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,A,random,feature_noise,SOLO_A_A_CT_random_feature_noise,101,"{""model__l1_ratio"": 0.1, ""model__alpha"": 0.01}",20.85624253443887,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_A,A,random,feature_noise,SOLO_A_A_CT_random_feature_noise,101,"{""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}",49.15567509970059,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_A,A,random,feature_noise,SOLO_A_A_CT_random_feature_noise,101,"{""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": 3}",52.443889613164615,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_A,A,random,feature_noise,SOLO_A_A_CT_random_feature_noise,101,"{""model__subsample"": 0.8, ""model__reg_lambda"": 1, ""model__n_estimators"": 100, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}",38.89954528808594,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_A,A,none,feature_noise,SOLO_A_A_CT_random_feature_noise,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_noise,SOLO_A_A_CT_grid_feature_noise,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,101,"{""model__alpha"": 0.1}",21.67280694130134,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,101,"{""model__alpha"": 1}",37.4589838868258,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,101,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.1}",20.85624253443887,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,101,"{""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}",49.15567509970059,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,101,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 50}",52.347,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,101,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}",39.28900566101074,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_A,A,none,feature_noise,SOLO_A_A_CT_grid_feature_noise,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_random_feature_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,101,"{""model__alpha"": 0.1}",19.361492065015604,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,101,"{""model__alpha"": 0.01}",38.655630944187166,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,101,"{""model__l1_ratio"": 0.1, ""model__alpha"": 0.01}",16.328485345273364,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,101,"{""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}",49.05692376126804,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,101,"{""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": null}",55.25442857142857,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,101,"{""model__subsample"": 0.8, ""model__reg_lambda"": 1, ""model__n_estimators"": 100, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}",39.32430725097656,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_random_feature_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,101,"{""model__alpha"": 0.1}",19.361492065015604,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,101,"{""model__alpha"": 0.01}",38.655630944187166,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,101,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.1}",16.328485345273364,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,101,"{""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}",49.05692376126804,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,101,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 50}",54.392500000000005,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,101,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}",40.24153347015381,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_A,A,none,grouped_scaling,SOLO_A_A_ST_grouped_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,random,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,101,"{""model__alpha"": 100}",21.59930577537931,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_A,A,random,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,101,"{""model__alpha"": 0.01}",35.35980128546511,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,A,random,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,101,"{""model__l1_ratio"": 0.5, ""model__alpha"": 0.1}",19.58253785924549,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_A,A,random,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,101,"{""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}",49.05960148318515,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_A,A,random,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,101,"{""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": 3}",54.131042138417136,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_A,A,random,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,101,"{""model__subsample"": 0.8, ""model__reg_lambda"": 1, ""model__n_estimators"": 100, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}",39.69132976531982,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_A,A,none,grouped_scaling,SOLO_A_A_CT_random_grouped_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_A,A,grid,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,101,"{""model__alpha"": 100}",21.59930577537931,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_A,A,grid,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,101,"{""model__alpha"": 0.01}",35.35980128546511,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_A,A,grid,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,101,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.5}",19.58253785924549,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_A,A,grid,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,101,"{""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}",49.05960148318515,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_A,A,grid,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,101,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 50}",53.620000000000005,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_A,A,grid,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,101,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}",38.92113819122314,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_A,A,none,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,101,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,N,none,none,SOLO_R_N_ST,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,N,none,none,SOLO_R_N_ST,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_R,N,none,none,SOLO_R_N_ST,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_R,N,none,none,SOLO_R_N_ST,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_R,N,none,none,SOLO_R_N_ST,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_R,N,none,none,SOLO_R_N_ST,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_R,N,none,none,SOLO_R_N_ST,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_R,N,none,none,SOLO_R_N_ST,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,N,none,none,SOLO_R_N_CT_random,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,N,random,none,SOLO_R_N_CT_random,99,"{""model__alpha"": 1}",29.966840423658688,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_R,N,random,none,SOLO_R_N_CT_random,99,"{""model__alpha"": 1}",30.1900776569996,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,N,random,none,SOLO_R_N_CT_random,99,"{""model__l1_ratio"": 0.9, ""model__alpha"": 0.01}",25.796131613089734,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_R,N,random,none,SOLO_R_N_CT_random,99,"{""model__gamma"": 0.01, ""model__epsilon"": 0.1, ""model__C"": 100}",49.72526963365095,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_R,N,random,none,SOLO_R_N_CT_random,99,"{""model__n_estimators"": 200, ""model__min_samples_leaf"": 1, ""model__max_depth"": null}",44.534499999999994,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_R,N,random,none,SOLO_R_N_CT_random,99,"{""model__subsample"": 0.8, ""model__reg_lambda"": 5, ""model__n_estimators"": 50, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}",42.07360076904297,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_R,N,none,none,SOLO_R_N_CT_random,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,N,none,none,SOLO_R_N_CT_grid,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,99,"{""model__alpha"": 1}",29.966840423658688,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,99,"{""model__alpha"": 1}",30.1900776569996,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,99,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.9}",25.796131613089734,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,99,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",49.73454088866241,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,99,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",44.534499999999994,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,99,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 3, ""model__n_estimators"": 200, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}",40.192630767822266,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_R,N,none,none,SOLO_R_N_CT_grid,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,feature_noise,SOLO_R_A_CT_random_feature_noise,99,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,random,feature_noise,SOLO_R_A_CT_random_feature_noise,99,"{""model__alpha"": 0.1}",33.63074101844752,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_R,A,random,feature_noise,SOLO_R_A_CT_random_feature_noise,99,"{""model__alpha"": 1}",30.52318619781811,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,A,random,feature_noise,SOLO_R_A_CT_random_feature_noise,99,"{""model__l1_ratio"": 0.5, ""model__alpha"": 1}",22.543716705036168,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_R,A,random,feature_noise,SOLO_R_A_CT_random_feature_noise,99,"{""model__gamma"": ""scale"", ""model__epsilon"": 5, ""model__C"": 10}",48.872062661797955,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_R,A,random,feature_noise,SOLO_R_A_CT_random_feature_noise,99,"{""model__n_estimators"": 50, ""model__min_samples_leaf"": 3, ""model__max_depth"": 3}",47.24511516816516,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_R,A,random,feature_noise,SOLO_R_A_CT_random_feature_noise,99,"{""model__subsample"": 0.6, ""model__reg_lambda"": 10, ""model__n_estimators"": 30, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 1.0}",39.04507141113281,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
