rank,model,data_branch,tuning_method,validation_type,augmentation_strategy,MAE,RMSE,R2,MAPE_%,interpretation_note,branch_id
154,RandomForest,A,none,holdout,feature_noise,64.06695833333332,64.38297481253724,0.17770929464157825,45.96792764678686,"HO (n_test=2, optimistic); aug:feature_noise",A_ST_feature_noise
155,XGBoost,A,none,holdout,feature_noise,64.51043701171875,76.18103491735259,-0.15126960545108004,55.881945430724635,"HO (n_test=2, optimistic); aug:feature_noise",A_ST_feature_noise
156,XGBoost,A,random,holdout,feature_noise,64.56336212158203,64.6719420570204,0.1703114284017846,43.46368328991658,"HO (n_test=2, optimistic); aug:feature_noise; tuning:random",A_CT_random_feature_noise
157,XGBoost,A,random,holdout,grouped_scaling,64.64462280273438,64.75588406022432,0.16815621495314137,43.506098339669606,"HO (n_test=2, optimistic); aug:grouped_scaling; tuning:random",A_CT_random_grouped_scaling
158,XGBoost,A,random,holdout,feature_scaling,64.960693359375,65.01651847686134,0.16144660288592527,44.033716245998555,"HO (n_test=2, optimistic); aug:feature_scaling; tuning:random",A_CT_random_feature_scaling
159,XGBoost,A,grid,holdout,feature_noise,65.73235321044922,65.8969752207809,0.13858136416421107,44.013964745793835,"HO (n_test=2, optimistic); aug:feature_noise; tuning:grid",A_CT_grid_feature_noise
160,XGBoost,A,grid,holdout,grouped_scaling,65.77024841308594,65.99154262242384,0.13610718157365953,43.83053526586416,"HO (n_test=2, optimistic); aug:grouped_scaling; tuning:grid",A_CT_grid_grouped_scaling
161,XGBoost,N,none,holdout,none,67.48419952392578,67.49435367226975,0.09631268049247488,46.86099483821802,"HO (n_test=2, optimistic)",N_ST
162,XGBoost,A,none,holdout,grouped_scaling,67.81117248535156,77.8232515056521,-0.20143988790160328,57.50064397108585,"HO (n_test=2, optimistic); aug:grouped_scaling",A_ST_grouped_scaling
163,SVR,A,none,holdout,feature_scaling,70.62397090878021,71.98429622660419,-0.02791884610979989,44.77777527256377,"HO (n_test=2, optimistic); aug:feature_scaling",A_ST_feature_scaling
164,SVR,A,none,holdout,grouped_scaling,70.62883126707838,71.99451901952777,-0.028210825005583695,44.77320261320457,"HO (n_test=2, optimistic); aug:grouped_scaling",A_ST_grouped_scaling
165,SVR,A,none,holdout,feature_noise,70.6545897112699,72.01397167575949,-0.02876653769432469,44.79941847959725,"HO (n_test=2, optimistic); aug:feature_noise",A_ST_feature_noise
166,SVR,A,random,holdout,feature_scaling,70.70393130462611,71.73626785249164,-0.020847475779493196,45.33988295770912,"HO (n_test=2, optimistic); aug:feature_scaling; tuning:random",A_CT_random_feature_scaling
167,SVR,A,grid,holdout,feature_scaling,70.70393130462611,71.73626785249164,-0.020847475779493196,45.33988295770912,"HO (n_test=2, optimistic); aug:feature_scaling; tuning:grid",A_CT_grid_feature_scaling
168,SVR,A,random,holdout,grouped_scaling,70.70728196447008,71.74086998828598,-0.020978461947262828,45.34003061275026,"HO (n_test=2, optimistic); aug:grouped_scaling; tuning:random",A_CT_random_grouped_scaling
169,SVR,A,grid,holdout,grouped_scaling,70.70728196447008,71.74086998828598,-0.020978461947262828,45.34003061275026,"HO (n_test=2, optimistic); aug:grouped_scaling; tuning:grid",A_CT_grid_grouped_scaling
170,SVR,A,grid,holdout,feature_noise,70.72457543492172,71.71108470127147,-0.020130860748448942,45.43075792016833,"HO (n_test=2, optimistic); aug:feature_noise; tuning:grid",A_CT_grid_feature_noise
171,SVR,A,random,holdout,feature_noise,70.7350823218843,71.71700857923827,-0.020299408759082427,45.4455667381364,"HO (n_test=2, optimistic); aug:feature_noise; tuning:random",A_CT_random_feature_noise
172,SVR,N,random,holdout,none,70.78798058688356,70.88001583216229,0.00337697989137542,47.793684156671,"HO (n_test=2, optimistic); tuning:random",N_CT_random
173,SVR,N,grid,holdout,none,70.78798058688356,70.88001583216229,0.00337697989137542,47.793684156671,"HO (n_test=2, optimistic); tuning:grid",N_CT_grid
174,SVR,N,none,holdout,none,70.88961949705957,72.36054453730308,-0.03869240343880653,44.7955917632419,"HO (n_test=2, optimistic)",N_ST
175,DummyRegressor,N,none,holdout,none,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,"HO (n_test=2, optimistic)",N_ST
176,DummyRegressor,N,none,holdout,none,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,"HO (n_test=2, optimistic)",N_CT_random
177,DummyRegressor,N,none,holdout,none,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,"HO (n_test=2, optimistic)",N_CT_grid
178,DummyRegressor,A,none,holdout,feature_noise,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,"HO (n_test=2, optimistic); aug:feature_noise",A_ST_feature_noise
179,DummyRegressor,A,none,holdout,feature_noise,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,"HO (n_test=2, optimistic); aug:feature_noise",A_CT_random_feature_noise
180,DummyRegressor,A,none,holdout,feature_noise,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,"HO (n_test=2, optimistic); aug:feature_noise",A_CT_grid_feature_noise
181,DummyRegressor,A,none,holdout,feature_scaling,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,"HO (n_test=2, optimistic); aug:feature_scaling",A_ST_feature_scaling
182,DummyRegressor,A,none,holdout,feature_scaling,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,"HO (n_test=2, optimistic); aug:feature_scaling",A_CT_random_feature_scaling
183,DummyRegressor,A,none,holdout,feature_scaling,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,"HO (n_test=2, optimistic); aug:feature_scaling",A_CT_grid_feature_scaling
184,DummyRegressor,A,none,holdout,grouped_scaling,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,"HO (n_test=2, optimistic); aug:grouped_scaling",A_ST_grouped_scaling
185,DummyRegressor,A,none,holdout,grouped_scaling,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,"HO (n_test=2, optimistic); aug:grouped_scaling",A_CT_random_grouped_scaling
186,DummyRegressor,A,none,holdout,grouped_scaling,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,"HO (n_test=2, optimistic); aug:grouped_scaling",A_CT_grid_grouped_scaling
187,MLP,N,none,holdout,none,74.98170765291573,99.92505590841282,-0.9807611184882814,70.28512760977611,"HO (n_test=2, optimistic)",N_ST
188,MLP,N,none,holdout,none,74.98170765291573,99.92505590841282,-0.9807611184882814,70.28512760977611,"HO (n_test=2, optimistic)",N_CT_random
189,MLP,N,none,holdout,none,74.98170765291573,99.92505590841282,-0.9807611184882814,70.28512760977611,"HO (n_test=2, optimistic)",N_CT_grid
190,MLP,A,none,holdout,feature_noise,79.91949285624246,105.22841343204307,-1.1965917463648048,74.36574787572201,"HO (n_test=2, optimistic); aug:feature_noise",A_ST_feature_noise
191,MLP,A,none,holdout,feature_noise,79.91949285624246,105.22841343204307,-1.1965917463648048,74.36574787572201,"HO (n_test=2, optimistic); aug:feature_noise",A_CT_random_feature_noise
192,MLP,A,none,holdout,feature_noise,79.91949285624246,105.22841343204307,-1.1965917463648048,74.36574787572201,"HO (n_test=2, optimistic); aug:feature_noise",A_CT_grid_feature_noise
