model,feature_subset,data_branch,tuning_branch,tuning_method,validation_type,augmentation_strategy,branch_id,n_features,MAE,RMSE,R2,MAPE_%,n_train,n_train_original,n_train_augmented,n_test,n_folds,notes
ElasticNet,FUSION,A,ST,none,loeo,feature_noise,FUSION_A_ST_feature_noise,203,26.923591628458468,37.89671760708791,0.6012535211549672,16.99298465716858,36,9,27,10,10,
SVR,FUSION,A,ST,none,loeo,feature_noise,FUSION_A_ST_feature_noise,203,53.67230013883481,65.34624766697445,-0.18559123193655291,34.88253605186713,36,9,27,10,10,
RandomForest,FUSION,A,ST,none,loeo,feature_noise,FUSION_A_ST_feature_noise,203,52.8051107142857,65.79318209407236,-0.20186434980905155,34.24667247122933,36,9,27,10,10,
XGBoost,FUSION,A,ST,none,loeo,feature_noise,FUSION_A_ST_feature_noise,203,54.03581848144531,70.33116761697212,-0.3733755926708373,34.82644854303633,36,9,27,10,10,
MLP,FUSION,A,ST,none,loeo,feature_noise,FUSION_A_ST_feature_noise,203,162.26953921491787,347.87750455825153,-32.60054812537346,79.38842953058452,36,9,27,10,10,
DummyRegressor,FUSION,A,CT,none,loeo,feature_noise,FUSION_A_CT_random_feature_noise,203,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,FUSION,A,CT,random,loeo,feature_noise,FUSION_A_CT_random_feature_noise,203,41.51559510077402,64.01920604083557,-0.13792656838843897,25.419786505838417,36,9,27,10,10,
Lasso,FUSION,A,CT,random,loeo,feature_noise,FUSION_A_CT_random_feature_noise,203,35.983168579219885,48.208122937150755,0.354740936303946,22.197747111771655,36,9,27,10,10,
ElasticNet,FUSION,A,CT,random,loeo,feature_noise,FUSION_A_CT_random_feature_noise,203,36.62542542163622,55.88015521577351,0.13302040238362012,22.002929265498,36,9,27,10,10,
SVR,FUSION,A,CT,random,loeo,feature_noise,FUSION_A_CT_random_feature_noise,203,53.67230013883481,65.34624766697445,-0.18559123193655291,34.88253605186713,36,9,27,10,10,
RandomForest,FUSION,A,CT,random,loeo,feature_noise,FUSION_A_CT_random_feature_noise,203,52.61800000000001,65.76049045589609,-0.2006702700676628,34.18889067753754,36,9,27,10,10,
XGBoost,FUSION,A,CT,random,loeo,feature_noise,FUSION_A_CT_random_feature_noise,203,49.46134033203125,59.90532176870392,0.0036211955465486056,31.369174258843373,36,9,27,10,10,
MLP,FUSION,A,CT,none,loeo,feature_noise,FUSION_A_CT_random_feature_noise,203,162.26953921491787,347.87750455825153,-32.60054812537346,79.38842953058452,36,9,27,10,10,
DummyRegressor,FUSION,A,CT,none,loeo,feature_noise,FUSION_A_CT_grid_feature_noise,203,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,FUSION,A,CT,grid,loeo,feature_noise,FUSION_A_CT_grid_feature_noise,203,41.51559510077402,64.01920604083557,-0.13792656838843897,25.419786505838417,36,9,27,10,10,
Lasso,FUSION,A,CT,grid,loeo,feature_noise,FUSION_A_CT_grid_feature_noise,203,35.983168579219885,48.208122937150755,0.354740936303946,22.197747111771655,36,9,27,10,10,
ElasticNet,FUSION,A,CT,grid,loeo,feature_noise,FUSION_A_CT_grid_feature_noise,203,36.62542542163622,55.88015521577351,0.13302040238362012,22.002929265498,36,9,27,10,10,
SVR,FUSION,A,CT,grid,loeo,feature_noise,FUSION_A_CT_grid_feature_noise,203,53.744260977424496,65.40412065353831,-0.18769216630598362,34.946902750369084,36,9,27,10,10,
RandomForest,FUSION,A,CT,grid,loeo,feature_noise,FUSION_A_CT_grid_feature_noise,203,52.61800000000001,65.76049045589609,-0.2006702700676628,34.18889067753754,36,9,27,10,10,
XGBoost,FUSION,A,CT,grid,loeo,feature_noise,FUSION_A_CT_grid_feature_noise,203,51.489996337890624,62.83440995587233,-0.09619736137830515,32.41715345139697,36,9,27,10,10,
MLP,FUSION,A,CT,none,loeo,feature_noise,FUSION_A_CT_grid_feature_noise,203,162.26953921491787,347.87750455825153,-32.60054812537346,79.38842953058452,36,9,27,10,10,
DummyRegressor,FUSION,A,ST,none,loeo,feature_scaling,FUSION_A_ST_feature_scaling,203,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,FUSION,A,ST,none,loeo,feature_scaling,FUSION_A_ST_feature_scaling,203,46.00336071357373,77.7613971521235,-0.6788882127696385,26.70818936403565,36,9,27,10,10,
Lasso,FUSION,A,ST,none,loeo,feature_scaling,FUSION_A_ST_feature_scaling,203,35.14329796436041,41.3205696328452,0.5259476871183225,22.013045688510154,36,9,27,10,10,
ElasticNet,FUSION,A,ST,none,loeo,feature_scaling,FUSION_A_ST_feature_scaling,203,27.06774582778623,37.06400834724107,0.6185844104394449,17.313597773414575,36,9,27,10,10,
SVR,FUSION,A,ST,none,loeo,feature_scaling,FUSION_A_ST_feature_scaling,203,53.72882655728129,65.37414522994081,-0.1866037511683103,34.94860487631025,36,9,27,10,10,
RandomForest,FUSION,A,ST,none,loeo,feature_scaling,FUSION_A_ST_feature_scaling,203,56.158825,67.8799349312459,-0.2793120913432796,37.18069892421093,36,9,27,10,10,
XGBoost,FUSION,A,ST,none,loeo,feature_scaling,FUSION_A_ST_feature_scaling,203,56.252793884277345,72.04039832118315,-0.4409399449354965,36.870880506937624,36,9,27,10,10,
MLP,FUSION,A,ST,none,loeo,feature_scaling,FUSION_A_ST_feature_scaling,203,181.91200927884802,413.70092144666427,-46.51892928203679,84.43604686048722,36,9,27,10,10,
DummyRegressor,FUSION,A,CT,none,loeo,feature_scaling,FUSION_A_CT_random_feature_scaling,203,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,FUSION,A,CT,random,loeo,feature_scaling,FUSION_A_CT_random_feature_scaling,203,43.120823626013006,68.93643390002389,-0.3194450157710307,25.79234720762974,36,9,27,10,10,
Lasso,FUSION,A,CT,random,loeo,feature_scaling,FUSION_A_CT_random_feature_scaling,203,35.14329796436041,41.3205696328452,0.5259476871183225,22.013045688510154,36,9,27,10,10,
ElasticNet,FUSION,A,CT,random,loeo,feature_scaling,FUSION_A_CT_random_feature_scaling,203,27.338270191138395,34.32510922172062,0.6728721452753985,17.95963096601616,36,9,27,10,10,
SVR,FUSION,A,CT,random,loeo,feature_scaling,FUSION_A_CT_random_feature_scaling,203,53.72882655728129,65.37414522994081,-0.1866037511683103,34.94860487631025,36,9,27,10,10,
RandomForest,FUSION,A,CT,random,loeo,feature_scaling,FUSION_A_CT_random_feature_scaling,203,56.57054877344876,67.9553400149958,-0.28215594250301623,37.4494611880735,36,9,27,10,10,
XGBoost,FUSION,A,CT,random,loeo,feature_scaling,FUSION_A_CT_random_feature_scaling,203,46.61649627685547,56.52819622887115,0.11279511315805568,28.604263164883985,36,9,27,10,10,
MLP,FUSION,A,CT,none,loeo,feature_scaling,FUSION_A_CT_random_feature_scaling,203,181.91200927884802,413.70092144666427,-46.51892928203679,84.43604686048722,36,9,27,10,10,
DummyRegressor,FUSION,A,CT,none,loeo,feature_scaling,FUSION_A_CT_grid_feature_scaling,203,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,FUSION,A,CT,grid,loeo,feature_scaling,FUSION_A_CT_grid_feature_scaling,203,43.120823626013006,68.93643390002389,-0.3194450157710307,25.79234720762974,36,9,27,10,10,
Lasso,FUSION,A,CT,grid,loeo,feature_scaling,FUSION_A_CT_grid_feature_scaling,203,35.14329796436041,41.3205696328452,0.5259476871183225,22.013045688510154,36,9,27,10,10,
ElasticNet,FUSION,A,CT,grid,loeo,feature_scaling,FUSION_A_CT_grid_feature_scaling,203,27.338270191138395,34.32510922172062,0.6728721452753985,17.95963096601616,36,9,27,10,10,
SVR,FUSION,A,CT,grid,loeo,feature_scaling,FUSION_A_CT_grid_feature_scaling,203,53.88025844387572,65.48391396533992,-0.19059191330182257,35.06314783415158,36,9,27,10,10,
RandomForest,FUSION,A,CT,grid,loeo,feature_scaling,FUSION_A_CT_grid_feature_scaling,203,56.57054877344876,67.9553400149958,-0.28215594250301623,37.4494611880735,36,9,27,10,10,
XGBoost,FUSION,A,CT,grid,loeo,feature_scaling,FUSION_A_CT_grid_feature_scaling,203,45.762108612060544,54.28856783257799,0.1817039786010396,28.171176003283033,36,9,27,10,10,
MLP,FUSION,A,CT,none,loeo,feature_scaling,FUSION_A_CT_grid_feature_scaling,203,181.91200927884802,413.70092144666427,-46.51892928203679,84.43604686048722,36,9,27,10,10,
DummyRegressor,FUSION,A,ST,none,loeo,grouped_scaling,FUSION_A_ST_grouped_scaling,203,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,FUSION,A,ST,none,loeo,grouped_scaling,FUSION_A_ST_grouped_scaling,203,44.066750006888945,73.20332009565948,-0.4878365636763804,25.74040983782538,36,9,27,10,10,
Lasso,FUSION,A,ST,none,loeo,grouped_scaling,FUSION_A_ST_grouped_scaling,203,33.90907477231404,44.87365117651112,0.4409167446639779,20.066789481238906,36,9,27,10,10,
ElasticNet,FUSION,A,ST,none,loeo,grouped_scaling,FUSION_A_ST_grouped_scaling,203,27.03587644172104,37.98051063313109,0.5994882435874871,17.174476760342607,36,9,27,10,10,
SVR,FUSION,A,ST,none,loeo,grouped_scaling,FUSION_A_ST_grouped_scaling,203,53.631246931476674,65.24517050710853,-0.18192633860817087,34.87739859627544,36,9,27,10,10,
RandomForest,FUSION,A,ST,none,loeo,grouped_scaling,FUSION_A_ST_grouped_scaling,203,55.885895634920644,67.80231768418419,-0.2763881076236534,37.00876589588356,36,9,27,10,10,
XGBoost,FUSION,A,ST,none,loeo,grouped_scaling,FUSION_A_ST_grouped_scaling,203,55.538117218017575,67.79363345820694,-0.27606116502689426,34.92044155482043,36,9,27,10,10,
MLP,FUSION,A,ST,none,loeo,grouped_scaling,FUSION_A_ST_grouped_scaling,203,173.353264724505,400.8193463984215,-43.605767972051396,79.33857555106289,36,9,27,10,10,
DummyRegressor,FUSION,A,CT,none,loeo,grouped_scaling,FUSION_A_CT_random_grouped_scaling,203,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,FUSION,A,CT,random,loeo,grouped_scaling,FUSION_A_CT_random_grouped_scaling,203,59.68787931495672,127.9657371158279,-3.5465406172094696,28.133336835702373,36,9,27,10,10,
Lasso,FUSION,A,CT,random,loeo,grouped_scaling,FUSION_A_CT_random_grouped_scaling,203,34.239888974183074,44.310608998353324,0.4548586719554014,19.782111653013178,36,9,27,10,10,
ElasticNet,FUSION,A,CT,random,loeo,grouped_scaling,FUSION_A_CT_random_grouped_scaling,203,28.631686605249296,38.036378719128216,0.598309097655559,18.106731613098813,36,9,27,10,10,
SVR,FUSION,A,CT,random,loeo,grouped_scaling,FUSION_A_CT_random_grouped_scaling,203,53.631246931476674,65.24517050710853,-0.18192633860817087,34.87739859627544,36,9,27,10,10,
RandomForest,FUSION,A,CT,random,loeo,grouped_scaling,FUSION_A_CT_random_grouped_scaling,203,56.291590043290036,68.0155095317642,-0.2844274595718972,37.35250951521191,36,9,27,10,10,
XGBoost,FUSION,A,CT,random,loeo,grouped_scaling,FUSION_A_CT_random_grouped_scaling,203,47.102447509765625,61.26408132272717,-0.042090701953174214,28.54700715769048,36,9,27,10,10,
MLP,FUSION,A,CT,none,loeo,grouped_scaling,FUSION_A_CT_random_grouped_scaling,203,173.353264724505,400.8193463984215,-43.605767972051396,79.33857555106289,36,9,27,10,10,
DummyRegressor,FUSION,A,CT,none,loeo,grouped_scaling,FUSION_A_CT_grid_grouped_scaling,203,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,FUSION,A,CT,grid,loeo,grouped_scaling,FUSION_A_CT_grid_grouped_scaling,203,59.68787931495672,127.9657371158279,-3.5465406172094696,28.133336835702373,36,9,27,10,10,
Lasso,FUSION,A,CT,grid,loeo,grouped_scaling,FUSION_A_CT_grid_grouped_scaling,203,34.239888974183074,44.310608998353324,0.4548586719554014,19.782111653013178,36,9,27,10,10,
ElasticNet,FUSION,A,CT,grid,loeo,grouped_scaling,FUSION_A_CT_grid_grouped_scaling,203,28.631686605249296,38.036378719128216,0.598309097655559,18.106731613098813,36,9,27,10,10,
SVR,FUSION,A,CT,grid,loeo,grouped_scaling,FUSION_A_CT_grid_grouped_scaling,203,53.69852809659271,65.3002582667731,-0.18392302771956137,34.914946849680234,36,9,27,10,10,
RandomForest,FUSION,A,CT,grid,loeo,grouped_scaling,FUSION_A_CT_grid_grouped_scaling,203,55.885895634920644,67.80231768418419,-0.2763881076236534,37.00876589588356,36,9,27,10,10,
XGBoost,FUSION,A,CT,grid,loeo,grouped_scaling,FUSION_A_CT_grid_grouped_scaling,203,49.96862030029297,62.23598125061841,-0.07541664113994417,31.17428970647897,36,9,27,10,10,
MLP,FUSION,A,CT,none,loeo,grouped_scaling,FUSION_A_CT_grid_grouped_scaling,203,173.353264724505,400.8193463984215,-43.605767972051396,79.33857555106289,36,9,27,10,10,
DummyRegressor,SOLO_A,N,ST,none,loeo,none,SOLO_A_N_ST,101,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,9,9,0,10,10,
Ridge,SOLO_A,N,ST,none,loeo,none,SOLO_A_N_ST,101,26.12881150058157,32.014206578279534,0.715436524843405,18.660413903313625,9,9,0,10,10,
Lasso,SOLO_A,N,ST,none,loeo,none,SOLO_A_N_ST,101,31.320645966276466,42.81605893859269,0.491012579363287,19.73360522986529,9,9,0,10,10,
ElasticNet,SOLO_A,N,ST,none,loeo,none,SOLO_A_N_ST,101,21.630867359730615,29.111669986024843,0.7646967591949281,14.83546916092336,9,9,0,10,10,
SVR,SOLO_A,N,ST,none,loeo,none,SOLO_A_N_ST,101,63.22877640606871,72.435452426922,-0.45678688845871807,41.08606717060576,9,9,0,10,10,
RandomForest,SOLO_A,N,ST,none,loeo,none,SOLO_A_N_ST,101,52.705002380952365,62.73173022808753,-0.0926176260060001,36.270643577884464,9,9,0,10,10,
XGBoost,SOLO_A,N,ST,none,loeo,none,SOLO_A_N_ST,101,50.874935913085935,64.24974411253773,-0.14613684646001635,31.72922565800109,9,9,0,10,10,
MLP,SOLO_A,N,ST,none,loeo,none,SOLO_A_N_ST,101,185.56489114068694,292.9567716573119,-22.828722088762323,119.27951530722432,9,9,0,10,10,
DummyRegressor,SOLO_A,N,CT,none,loeo,none,SOLO_A_N_CT_random,101,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,9,9,0,10,10,
Ridge,SOLO_A,N,CT,random,loeo,none,SOLO_A_N_CT_random,101,26.12881150058157,32.014206578279534,0.715436524843405,18.660413903313625,9,9,0,10,10,
Lasso,SOLO_A,N,CT,random,loeo,none,SOLO_A_N_CT_random,101,31.320645966276466,42.81605893859269,0.491012579363287,19.73360522986529,9,9,0,10,10,
ElasticNet,SOLO_A,N,CT,random,loeo,none,SOLO_A_N_CT_random,101,18.789539381237695,25.649826156232226,0.8173319797525787,14.052371162921615,9,9,0,10,10,
SVR,SOLO_A,N,CT,random,loeo,none,SOLO_A_N_CT_random,101,53.38512031010574,65.04224817773778,-0.17458583276584938,36.262648966515876,9,9,0,10,10,
RandomForest,SOLO_A,N,CT,random,loeo,none,SOLO_A_N_CT_random,101,53.874211111111094,63.096259277441874,-0.10535274685110885,37.93677265622604,9,9,0,10,10,
XGBoost,SOLO_A,N,CT,random,loeo,none,SOLO_A_N_CT_random,101,49.202093505859374,61.50103355653619,-0.05016731826508969,32.15032580790901,9,9,0,10,10,
MLP,SOLO_A,N,CT,none,loeo,none,SOLO_A_N_CT_random,101,185.56489114068694,292.9567716573119,-22.828722088762323,119.27951530722432,9,9,0,10,10,
DummyRegressor,SOLO_A,N,CT,none,loeo,none,SOLO_A_N_CT_grid,101,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,9,9,0,10,10,
Ridge,SOLO_A,N,CT,grid,loeo,none,SOLO_A_N_CT_grid,101,26.12881150058157,32.014206578279534,0.715436524843405,18.660413903313625,9,9,0,10,10,
Lasso,SOLO_A,N,CT,grid,loeo,none,SOLO_A_N_CT_grid,101,31.320645966276466,42.81605893859269,0.491012579363287,19.73360522986529,9,9,0,10,10,
ElasticNet,SOLO_A,N,CT,grid,loeo,none,SOLO_A_N_CT_grid,101,18.789539381237695,25.649826156232226,0.8173319797525787,14.052371162921615,9,9,0,10,10,
SVR,SOLO_A,N,CT,grid,loeo,none,SOLO_A_N_CT_grid,101,53.38512031010574,65.04224817773778,-0.17458583276584938,36.262648966515876,9,9,0,10,10,
RandomForest,SOLO_A,N,CT,grid,loeo,none,SOLO_A_N_CT_grid,101,53.874211111111094,63.096259277441874,-0.10535274685110863,37.936772656226026,9,9,0,10,10,
XGBoost,SOLO_A,N,CT,grid,loeo,none,SOLO_A_N_CT_grid,101,48.35119476318359,60.78597171540688,-0.025889056911129193,30.918736666932467,9,9,0,10,10,
MLP,SOLO_A,N,CT,none,loeo,none,SOLO_A_N_CT_grid,101,185.56489114068694,292.9567716573119,-22.828722088762323,119.27951530722432,9,9,0,10,10,
DummyRegressor,SOLO_A,A,ST,none,loeo,feature_noise,SOLO_A_A_ST_feature_noise,101,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,SOLO_A,A,ST,none,loeo,feature_noise,SOLO_A_A_ST_feature_noise,101,28.603224214663634,36.22207235385652,0.6357158651610726,19.513709228641567,36,9,27,10,10,
Lasso,SOLO_A,A,ST,none,loeo,feature_noise,SOLO_A_A_ST_feature_noise,101,31.680278886695056,43.190913460932975,0.48206119749623055,19.978557275274305,36,9,27,10,10,
ElasticNet,SOLO_A,A,ST,none,loeo,feature_noise,SOLO_A_A_ST_feature_noise,101,21.238655974199922,28.63049728687949,0.772410902966659,14.683730807362135,36,9,27,10,10,
SVR,SOLO_A,A,ST,none,loeo,feature_noise,SOLO_A_A_ST_feature_noise,101,57.297797631800584,67.99391710376507,-0.283612071864507,37.17701425589714,36,9,27,10,10,
RandomForest,SOLO_A,A,ST,none,loeo,feature_noise,SOLO_A_A_ST_feature_noise,101,52.26821091269843,65.41757366860706,-0.1881808108659082,33.511224317157385,36,9,27,10,10,
XGBoost,SOLO_A,A,ST,none,loeo,feature_noise,SOLO_A_A_ST_feature_noise,101,59.916256713867185,69.70491841084231,-0.3490266099142856,38.83725036534508,36,9,27,10,10,
MLP,SOLO_A,A,ST,none,loeo,feature_noise,SOLO_A_A_ST_feature_noise,101,193.2898681024539,305.4925601743671,-24.911642679378097,120.44114074503133,36,9,27,10,10,
DummyRegressor,SOLO_A,A,CT,none,loeo,feature_noise,SOLO_A_A_CT_random_feature_noise,101,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,SOLO_A,A,CT,random,loeo,feature_noise,SOLO_A_A_CT_random_feature_noise,101,28.68194236240971,36.51560067121082,0.6297879350029203,19.60260640058056,36,9,27,10,10,
Lasso,SOLO_A,A,CT,random,loeo,feature_noise,SOLO_A_A_CT_random_feature_noise,101,31.680278886695056,43.190913460932975,0.48206119749623055,19.978557275274305,36,9,27,10,10,
ElasticNet,SOLO_A,A,CT,random,loeo,feature_noise,SOLO_A_A_CT_random_feature_noise,101,26.864211235969332,34.46415651711433,0.6702164582637167,18.400429010059323,36,9,27,10,10,
SVR,SOLO_A,A,CT,random,loeo,feature_noise,SOLO_A_A_CT_random_feature_noise,101,53.04782384240234,64.72630717631542,-0.1632025079012187,36.11902342781449,36,9,27,10,10,
