model,stage_order,branch_id,family,short_label,MAE,RMSE,R2,MAPE_%
Ridge,3,FUSION_N_CT_grid,FUSION·N·tuning,3. FUS|N_CT_grid,40.2674121654201,63.250227271199115,-0.11075390993071044,23.88981752352984
Ridge,4,FUSION_A_ST_feature_noise,FUSION·A·ST,4. FUS|A_ST_fnoise,43.24379058988059,65.25279451387938,-0.18220257486640068,27.14617301002954
Ridge,5,FUSION_A_ST_feature_scaling,FUSION·A·ST,5. FUS|A_ST_fscale,46.00336071357373,77.7613971521235,-0.6788882127696385,26.70818936403565
Ridge,6,FUSION_A_ST_grouped_scaling,FUSION·A·ST,6. FUS|A_ST_gscale,44.066750006888945,73.20332009565948,-0.4878365636763804,25.74040983782538
Ridge,7,FUSION_A_CT_random_feature_noise,FUSION·A·random,7. FUS|A_CTr_fnoise,41.51559510077402,64.01920604083557,-0.13792656838843897,25.419786505838417
Ridge,8,FUSION_A_CT_random_feature_scaling,FUSION·A·random,8. FUS|A_CTr_fscale,43.120823626013006,68.93643390002389,-0.3194450157710307,25.79234720762974
Ridge,9,FUSION_A_CT_random_grouped_scaling,FUSION·A·random,9. FUS|A_CTr_gscale,59.68787931495672,127.9657371158279,-3.5465406172094696,28.133336835702373
Ridge,10,FUSION_A_CT_grid_feature_noise,FUSION·A·grid,10. FUS|A_CTg_fnoise,41.51559510077402,64.01920604083557,-0.13792656838843897,25.419786505838417
Ridge,11,FUSION_A_CT_grid_feature_scaling,FUSION·A·grid,11. FUS|A_CTg_fscale,43.120823626013006,68.93643390002389,-0.3194450157710307,25.79234720762974
Ridge,12,FUSION_A_CT_grid_grouped_scaling,FUSION·A·grid,12. FUS|A_CTg_gscale,59.68787931495672,127.9657371158279,-3.5465406172094696,28.133336835702373
Ridge,13,SOLO_A_N_ST,SOLO_A·N,13. SOL|N_ST,26.12881150058157,32.014206578279534,0.715436524843405,18.660413903313625
Ridge,14,SOLO_A_N_CT_random,SOLO_A·N·tuning,14. SOL|N_CT_random,26.12881150058157,32.014206578279534,0.715436524843405,18.660413903313625
Ridge,15,SOLO_A_N_CT_grid,SOLO_A·N·tuning,15. SOL|N_CT_grid,26.12881150058157,32.014206578279534,0.715436524843405,18.660413903313625
Ridge,16,SOLO_A_A_ST_feature_noise,SOLO_A·A·ST,16. SOL|A_ST_fnoise,28.603224214663634,36.22207235385652,0.6357158651610726,19.513709228641567
Ridge,17,SOLO_A_A_ST_feature_scaling,SOLO_A·A·ST,17. SOL|A_ST_fscale,23.885003115543157,31.3396118683617,0.7273026629000392,16.20636779850405
Ridge,18,SOLO_A_A_ST_grouped_scaling,SOLO_A·A·ST,18. SOL|A_ST_gscale,24.811604762018018,32.64886621390873,0.7040421399249488,16.52914304723631
Ridge,19,SOLO_A_A_CT_random_feature_noise,SOLO_A·A·random,19. SOL|A_CTr_fnoise,28.68194236240971,36.51560067121082,0.6297879350029203,19.60260640058056
Ridge,20,SOLO_A_A_CT_random_feature_scaling,SOLO_A·A·random,20. SOL|A_CTr_fscale,24.631548165110743,31.233786785640778,0.7291411984454885,18.893798494980516
Ridge,21,SOLO_A_A_CT_random_grouped_scaling,SOLO_A·A·random,21. SOL|A_CTr_gscale,22.739947537205484,30.93283900078574,0.7343356789039226,17.286024447238688
Ridge,22,SOLO_A_A_CT_grid_feature_noise,SOLO_A·A·grid,22. SOL|A_CTg_fnoise,28.68194236240971,36.51560067121082,0.6297879350029203,19.60260640058056
Ridge,23,SOLO_A_A_CT_grid_feature_scaling,SOLO_A·A·grid,23. SOL|A_CTg_fscale,24.631548165110743,31.233786785640778,0.7291411984454885,18.893798494980516
Ridge,24,SOLO_A_A_CT_grid_grouped_scaling,SOLO_A·A·grid,24. SOL|A_CTg_gscale,22.739947537205484,30.93283900078574,0.7343356789039226,17.286024447238688
Ridge,25,SOLO_R_N_ST,SOLO_R·N,25. SOL|N_ST,48.68942467274201,84.29088249161344,-0.9726719598896592,28.051581296177307
Ridge,26,SOLO_R_N_CT_random,SOLO_R·N·tuning,26. SOL|N_CT_random,53.96599498257531,93.68938265805167,-1.4371060315704103,31.592724335296484
Ridge,27,SOLO_R_N_CT_grid,SOLO_R·N·tuning,27. SOL|N_CT_grid,53.96599498257531,93.68938265805167,-1.4371060315704103,31.592724335296484
