branch_id,data_branch,tuning_method,augmentation_strategy,model,MAE,RMSE,R2,MAPE_%,delta_MAE_vs_baseline,delta_RMSE_vs_baseline,delta_R2_vs_baseline,delta_MAPE_%_vs_baseline,baseline_branch,mae_interpretation
SOLO_R_A_ST_feature_scaling,A,none,feature_scaling,ElasticNet,30.17538373254596,39.109063902826456,0.5753330021863727,20.05715580163005,3.2157153491240322,1.2301616733188538,-0.02629533503515491,3.0190151171119126,FUSION_N_ST,"marginal (<5 µm, no significativo con n=10)"
SOLO_R_A_ST_grouped_scaling,A,none,grouped_scaling,ElasticNet,30.569514838352426,39.495579563560796,0.5668975383607249,20.437173565692785,3.609846454930498,1.6166773340531932,-0.03473079886080277,3.399032881174648,FUSION_N_ST,"marginal (<5 µm, no significativo con n=10)"
SOLO_R_N_ST,N,none,none,ElasticNet,30.947568337376413,40.38287131045267,0.5472191401046227,20.522088167744666,3.9878999539544857,2.503969080945069,-0.05440919711690495,3.4839474832265296,FUSION_N_ST,"marginal (<5 µm, no significativo con n=10)"
SOLO_R_A_CT_random_feature_noise,A,random,feature_noise,ElasticNet,31.046308954968538,40.50616987342628,0.5444500226796679,20.560324786648714,4.08664057154661,2.627267643918678,-0.05717831454185973,3.522184102130577,FUSION_N_ST,"marginal (<5 µm, no significativo con n=10)"
SOLO_R_A_ST_feature_noise,A,none,feature_noise,ElasticNet,31.046308954968538,40.50616987342628,0.5444500226796679,20.560324786648714,4.08664057154661,2.627267643918678,-0.05717831454185973,3.522184102130577,FUSION_N_ST,"marginal (<5 µm, no significativo con n=10)"
SOLO_R_A_CT_grid_feature_noise,A,grid,feature_noise,ElasticNet,31.046308954968538,40.50616987342628,0.5444500226796679,20.560324786648714,4.08664057154661,2.627267643918678,-0.05717831454185973,3.522184102130577,FUSION_N_ST,"marginal (<5 µm, no significativo con n=10)"
SOLO_R_A_CT_random_feature_scaling,A,random,feature_scaling,ElasticNet,31.2438657176644,37.19559634847327,0.615871330481369,20.52102960114038,4.284197334242471,-0.6833058810343289,0.014242993259841352,3.482888916622244,FUSION_N_ST,"marginal (<5 µm, no significativo con n=10)"
SOLO_R_A_CT_grid_feature_scaling,A,grid,feature_scaling,ElasticNet,31.2438657176644,37.19559634847327,0.615871330481369,20.52102960114038,4.284197334242471,-0.6833058810343289,0.014242993259841352,3.482888916622244,FUSION_N_ST,"marginal (<5 µm, no significativo con n=10)"
SOLO_R_A_CT_grid_grouped_scaling,A,grid,grouped_scaling,ElasticNet,31.5782936423632,37.248268075777766,0.614782650743122,21.096541891808812,4.618625258941272,-0.6306341537298366,0.013154313521594352,4.058401207290675,FUSION_N_ST,"marginal (<5 µm, no significativo con n=10)"
SOLO_R_A_CT_random_grouped_scaling,A,random,grouped_scaling,ElasticNet,31.5782936423632,37.248268075777766,0.614782650743122,21.096541891808812,4.618625258941272,-0.6306341537298366,0.013154313521594352,4.058401207290675,FUSION_N_ST,"marginal (<5 µm, no significativo con n=10)"
SOLO_R_N_CT_grid,N,grid,none,ElasticNet,33.261153534108395,37.38160503591478,0.6120198031865237,21.784892753433272,6.301485150686467,-0.49729719359282143,0.010391465964996072,4.746752068915136,FUSION_N_ST,empeora
SOLO_R_N_CT_random,N,random,none,ElasticNet,33.261153534108395,37.38160503591478,0.6120198031865237,21.784892753433272,6.301485150686467,-0.49729719359282143,0.010391465964996072,4.746752068915136,FUSION_N_ST,empeora
FUSION_A_CT_grid_feature_noise,A,grid,feature_noise,Lasso,35.983168579219885,48.208122937150755,0.354740936303946,22.197747111771655,9.023500195797958,10.329220707643152,-0.24688740091758166,5.159606427253518,FUSION_N_ST,empeora
FUSION_A_CT_random_feature_noise,A,random,feature_noise,Lasso,35.983168579219885,48.208122937150755,0.354740936303946,22.197747111771655,9.023500195797958,10.329220707643152,-0.24688740091758166,5.159606427253518,FUSION_N_ST,empeora
