model,data_branch,tuning_branch,tuning_method,validation_type,augmentation_strategy,branch_id,MAE,RMSE,R2,MAPE_%,n_train,n_train_original,n_train_augmented,n_test,n_folds,notes
MLP,A,CT,none,holdout,grouped_scaling,A_CT_random_grouped_scaling,56.87442770559133,72.18591348102959,-0.03368500398545726,51.72317204275164,32,8,24,2,1,
DummyRegressor,A,CT,none,loeo,grouped_scaling,A_CT_random_grouped_scaling,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,A,CT,random,loeo,grouped_scaling,A_CT_random_grouped_scaling,42.38062829584133,65.86682592159036,-0.20455640462812963,25.721086461125115,36,9,27,10,10,
Lasso,A,CT,random,loeo,grouped_scaling,A_CT_random_grouped_scaling,34.239888974183074,44.310608998353324,0.4548586719554014,19.782111653013178,36,9,27,10,10,
ElasticNet,A,CT,random,loeo,grouped_scaling,A_CT_random_grouped_scaling,33.96062247609629,45.37066609561393,0.42846348742959806,22.175461399031978,36,9,27,10,10,
SVR,A,CT,random,loeo,grouped_scaling,A_CT_random_grouped_scaling,53.07689492831132,65.24318234551029,-0.1818543079969419,34.77950269745597,36,9,27,10,10,
RandomForest,A,CT,random,loeo,grouped_scaling,A_CT_random_grouped_scaling,59.33841666666666,71.11476303165597,-0.40414903032981253,39.92060113974903,36,9,27,10,10,
XGBoost,A,CT,random,loeo,grouped_scaling,A_CT_random_grouped_scaling,51.877462768554686,64.16572342427469,-0.14314115389178794,34.955221204013796,36,9,27,10,10,
MLP,A,CT,none,loeo,grouped_scaling,A_CT_random_grouped_scaling,173.353264724505,400.8193463984215,-43.605767972051396,79.33857555106289,36,9,27,10,10,
DummyRegressor,A,CT,none,holdout,grouped_scaling,A_CT_grid_grouped_scaling,71.0,71.26370482230067,-0.007442099781789224,47.23251436496929,32,8,24,2,1,
Ridge,A,CT,grid,holdout,grouped_scaling,A_CT_grid_grouped_scaling,26.55893073661167,27.638079032775774,0.8484698645860028,16.16116710361937,32,8,24,2,1,
Lasso,A,CT,grid,holdout,grouped_scaling,A_CT_grid_grouped_scaling,42.60128532532654,44.08313570825624,0.6144965574543668,32.563178857339395,32,8,24,2,1,
ElasticNet,A,CT,grid,holdout,grouped_scaling,A_CT_grid_grouped_scaling,41.58505981488514,41.59332994811307,0.6568131132369371,28.90702383827182,32,8,24,2,1,
SVR,A,CT,grid,holdout,grouped_scaling,A_CT_grid_grouped_scaling,70.70728196447008,71.74086998828598,-0.020978461947262828,45.34003061275026,32,8,24,2,1,
RandomForest,A,CT,grid,holdout,grouped_scaling,A_CT_grid_grouped_scaling,61.66535714285713,62.01326620949252,0.2371265252986735,44.364996178776636,32,8,24,2,1,
XGBoost,A,CT,grid,holdout,grouped_scaling,A_CT_grid_grouped_scaling,65.77024841308594,65.99154262242384,0.13610718157365953,43.83053526586416,32,8,24,2,1,
MLP,A,CT,none,holdout,grouped_scaling,A_CT_grid_grouped_scaling,56.87442770559133,72.18591348102959,-0.03368500398545726,51.72317204275164,32,8,24,2,1,
DummyRegressor,A,CT,none,loeo,grouped_scaling,A_CT_grid_grouped_scaling,56.35555555555557,66.6823129787617,-0.23456790123456805,38.43096405818544,36,9,27,10,10,
Ridge,A,CT,grid,loeo,grouped_scaling,A_CT_grid_grouped_scaling,42.38062829584133,65.86682592159036,-0.20455640462812963,25.721086461125115,36,9,27,10,10,
Lasso,A,CT,grid,loeo,grouped_scaling,A_CT_grid_grouped_scaling,34.239888974183074,44.310608998353324,0.4548586719554014,19.782111653013178,36,9,27,10,10,
ElasticNet,A,CT,grid,loeo,grouped_scaling,A_CT_grid_grouped_scaling,33.96062247609629,45.37066609561393,0.42846348742959806,22.175461399031978,36,9,27,10,10,
SVR,A,CT,grid,loeo,grouped_scaling,A_CT_grid_grouped_scaling,53.07689492831132,65.24318234551029,-0.1818543079969419,34.77950269745597,36,9,27,10,10,
RandomForest,A,CT,grid,loeo,grouped_scaling,A_CT_grid_grouped_scaling,59.33841666666666,71.11476303165597,-0.40414903032981253,39.92060113974903,36,9,27,10,10,
XGBoost,A,CT,grid,loeo,grouped_scaling,A_CT_grid_grouped_scaling,51.972599792480466,64.13317477265558,-0.14198171036929463,34.718379407247255,36,9,27,10,10,
MLP,A,CT,none,loeo,grouped_scaling,A_CT_grid_grouped_scaling,173.353264724505,400.8193463984215,-43.605767972051396,79.33857555106289,36,9,27,10,10,
